Month,Organisation name,Organisation Code,Directorate,Service Category label,Service Category code,Supplier name,Payment date,Transaction number,Net Amount,Purpose of spend,Procurement classification
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Planning Services,5635,Surya Hotels Ltd,09/10/2018,12061160,223.75,Room hire and refreshments for Tendring networking event x 25 attendees,Lodging/Hotels/Motels/Resorts (7011)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2210,The Bci Forum R/T,09/10/2018,12061160,30.00,Business continuity good practice guide book.,Continuity/Subscription Mercht (5968)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2210,The Bci Forum R/T,09/10/2018,12061160,35.99,Business Continuity mock exam papers for the CBCI exam.,Continuity/Subscription Mercht (5968)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3455,Lidl UK Eastwood,09/10/2018,12061160,1.77,Resources for Sparkles,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3471,Booker Limited Southend O,09/10/2018,12061160,187.13,SYC Café shopping,Caterers (5811)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3471,Booker Limited Southend O,09/10/2018,12061160,164.92,SYC Café shopping,Caterers (5811)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Housing Services,6167,International Hotel Telfo,09/10/2018,12061160,242.10,1 room and board at the IRRV annual conference 1 person x 2 nights,Lodging/Hotels/Motels/Resorts (7011)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Housing Services,6046,St Anns,09/10/2018,12061160,43.68,Materials for Prevention Service,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1455,Greater Anglia T/o,09/10/2018,12061160,115.20,Finance Team members: REDACTED PERSONAL DATA x2 train travel to finance conference,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,C2c - Chalkwell Sst,09/10/2018,12061160,28.20,Travel for meeting about Essex Network of Artist Studios with ECC,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3167,Tesco Stores 3177,09/10/2018,12061160,12.00,Refreshments for Governor Event 09/10/2018,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3167,Tesco Stores 3177,09/10/2018,12061160,2.00,Refreshments for Governor Event 09/10/2018,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4120,Amzn Mktp Uk,09/10/2018,12061160,25.94,2m plush spider- Halloween Seasonal function The Pier,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4120,Amzn Mktp Uk,09/10/2018,12061160,35.38,2 x packs of cobweb decoration for Ghost train event Seasonal function The Pier,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4255,Poundland,09/10/2018,12061160,2.00,Notebooks for BS for Branch Network work,Discount Stores (5310)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,7015,Greater Anglia T/O,09/10/2018,12061160,35.90,Train travel to London - LGA Commissioning Academy,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4525,Argos Retail Group,09/10/2018,12061160,44.98,toaster and new kettle for CCTV suite / Tickfield Centre,Discount Stores (5310)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1506,C2c - Southend East,09/10/2018,12061160,27.10,Return travel to commissioning academy seminar - London.,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7134,C2c - Southend Ctl,09/10/2018,12061160,27.10,Train travel to London from Southend Central - attendance at DCMS Meeting,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4120,Paypal,10/10/2018,12061160,19.98,Christmas bunting for Santa on the Pier - not VAT registered.,Chemicals/Allied Prods - Def (5169)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4120,Paypal,10/10/2018,12061160,37.98,Halloween bunting for Ghost train Seasonal function The Pier - not VAT registered ,Stationery Stores (5943)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4200,Aldi 6 776,10/10/2018,12061160,9.36,"Food, drink and charcoal for volunteer group",Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4200,Aldi 6 776,10/10/2018,12061160,2.83,"Food, drink and charcoal for volunteer group",Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4261,Amazon.Co.Uk,10/10/2018,12061160,41.55,Back stocking,Other Direct Marketers (5969)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4261,Amazon.Co.Uk,10/10/2018,12061160,42.16,Back stocking,Other Direct Marketers (5969)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7165,Greater Anglia,10/10/2018,12061160,38.40,Public Sector Smart Working workshop London,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4015,Paypal,10/10/2018,12061160,175.00,Goods for Christmas event at Prittlewell Priory,Hobby/Toy/Game Stores (5945)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,10/10/2018,12061160,5.99,F0299668: USB power tester for USB-C testing as part of Rolling Replacement Programme.,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,10/10/2018,12061160,14.78,F0299668: USB Type C adapters and fixings for mounting Docks to monitor arms,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,10/10/2018,12061160,6.99,F0299668: USB Type C adapters and fixings for mounting Docks to monitor arms,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,10/10/2018,12061160,8.50,F0299668: Remote control for Care Home automation testing. USB-C adapter & USB meter for safety test,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,10/10/2018,12061160,11.99,F0299668: Remote control for Care Home automation testing. USB-C adapter & USB meter for safety test,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,10/10/2018,12061160,11.82,F0299668: Remote control for Care Home automation testing. USB-C adapter & USB meter for safety test,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Planning Services,5635,C2c - Upminster Sst,10/10/2018,12061160,12.70,travel to london for SELEP working group meeting,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,The Post Office,10/10/2018,12061160,5.60,Postage of printed matter to Canterbury University for show and tell and to buyer of material,Postage Stamps (9402)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Wilko Retail Limit,10/10/2018,12061160,7.50,Tape - Educational workshop,Household Appliance Stores (5722)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Mailchimp,10/10/2018,12061160,57.99,Email Mailing List - October Subscription,Continuity/Subscription Mercht (5968)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7105,Ilex.Org.Uk,10/10/2018,12061160,121.50,Cilex online exam registration,Member Organizations - Def (8699)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4256,Cgb Giftware,10/10/2018,12061160,411.74,Retail Merchandise bought for Forum sale.,Gift/Card/Novelty And Souvenir Stores (5947)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Housing Services,6046,B & Q 1372,10/10/2018,12061160,17.91,Materials for Handyman Service,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4115,Screwfix Direct Lt,10/10/2018,12061160,70.97,Paint for Beacon,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4201,Www.Discountdisplays.C,10/10/2018,12061160,599.40,Display boards for Fields of war Lands of Peace,Misc Speciality Retail (5999)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4120,Amzn Mktp Uk,10/10/2018,12061160,16.98,2 x hanging ghost decorations for Halloween ghost train event- Seasonal Function The Pier,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,7015,Www.Discountdisplays.C,10/10/2018,12061160,599.40,Display Boards - Centenary Exhibition,Misc Speciality Retail (5999)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7165,Greater Anglia,11/10/2018,12061160,23.60,Train to Stratford - BQ Bidder site visits,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4015,Eb *share Conference 2,11/10/2018,12061160,25.00,Attendance of Curatorial Manager at SHARE museums east conference,Business Services - Default (7399)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4015,Event Smiles,11/10/2018,12061160,90.95,Goods for Christmas event at Prittlewell Priory,Gift/Card/Novelty And Souvenir Stores (5947)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4015,C2c - Chalkwell Sst,11/10/2018,12061160,26.40,Travel to MOLA for meeting regarding prittlewell prince.,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Amzn Mktp Uk,11/10/2018,12061160,29.90,equipment baskets,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,11/10/2018,12061160,7.29,F0299668: USB-C to USB-A cable for testing as per Rolling Replacing Programme.,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,11/10/2018,12061160,8.99,F0299668: USB power tester for USB-C testing as part of Rolling Replacement Programme.,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,11/10/2018,12061160,13.32,F0299668: USB Type C cables for laptop & dock testing,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7070,Brentwood Ticket Offic,11/10/2018,12061160,9.60,Better Queensway site visits,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3471,Asda Superstore,11/10/2018,12061160,0.44,SYC café shopping,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3471,Asda Superstore,11/10/2018,12061160,38.81,SYC café shopping,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4545,Taxis Verts,11/10/2018,12061160,9.13,Taxi fare for REDACTED PERSONAL DATA in Brussels whilst on North Sea Commission ExCom trip,Taxicabs/Limousines (4121)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4545,Www.Empark.Com,11/10/2018,12061160,10.20,Taxi fare for REDACTED PERSONAL DATA whilst in Brussels on North Sea Commission ExCom trip,"Parking Lots, Meters, Garages (7523)"
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4715,C2c Atos Webtis,11/10/2018,12061160,6.70,travel to Baslidon for Economic development meeting,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2036,Greater Anglia T/o,11/10/2018,12061160,31.30,Travel to LGA Offices Westminster for NGDP Co-ordinators meeting on 11th October'18,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4256,J J Vaillant,11/10/2018,12061160,365.09,Retail Merchandise purchased for Libraries and museums.,Misc Home Furnishing (5719)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,123 Reg R/t,11/10/2018,12061160,23.98,Website business expense,Continuity/Subscription Mercht (5968)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Housing Services,6046,F H Ives Ltd,11/10/2018,12061160,27.48,Materials for Prevention Service,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Highways And Transport Services,5015,Greater Anglia T/o,11/10/2018,12061160,27.00,Better Queensway Site Visit,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7075,Www.Aat-Org.Uk,11/10/2018,12061160,94.00,Association of Accounting Technicians Student Membership fee for 2018/19,Accountants/Auditors/Bookpr (8931)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,7111,Screwfix Direct,11/10/2018,12061160,309.84,Civic Centre - Locking station for electrical Intake,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4200,Lidl UK Southend,12/10/2018,12061160,10.59,Food and Drink for Volunteer Group,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4261,The Book Service Ltd Tbs,12/10/2018,12061160,230.00,Books for CBF,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4261,Amazon.Co.Uk,12/10/2018,12061160,9.98,Back stocking,Other Direct Marketers (5969)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Www.Ukpos.Com,12/10/2018,12061160,143.53,centre replacement supplies and stationary area preparation,Stationery Stores (5943)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2210,Britcross Ltd,12/10/2018,12061160,44.95,British Red Cross language books for rest centres,Charitable/Soc Service Orgs (8398)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4010,The Post Office,12/10/2018,12061160,25.15,Postage of Radical ESSEX books to project participants,Postage Stamps (9402)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7070,Brentwood Ticket Offic,12/10/2018,12061160,16.20,CIPFA Financial Resilience Workshop,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Public Health,7540,Key Centre,12/10/2018,12061160,39.00,Keys supplied & cut,Hardware Stores (5251)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1342,Virgin Trains,12/10/2018,12061160,335.00,Travel,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1025,Virgin Trains,12/10/2018,12061160,99.70,train travel to Birmingham for conference,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4120,Asda George Com Leeds,13/10/2018,12061160,28.00,Costumes for Ghost Train event (Halloween). Seasonal Function The Pier,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4045,Homebase Ltd 202,13/10/2018,12061160,11.21,new toilet seat ladies public toilet beecroft,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4020,Homebase Ltd 202,13/10/2018,12061160,18.92,new exhibition for Iona 1st floor coming up,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4525,Kat Securities,13/10/2018,12061160,12.00,spare keys cut for community hub vic plaza (community safety team),Business Services - Default (7399)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,14/10/2018,12061160,89.94,F0300089: Anker Power Bank and USB-C to USB-A adapters for Rolling Replacement Programme,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,14/10/2018,12061160,19.77,F0300089: Anker Power Bank and USB-C to USB-A adapters for Rolling Replacement Programme,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,14/10/2018,12061160,83.93,"F0300089: USB-C Adapters for Rolling Replacement testing. Portable chargers, IPhone cables for stock ",Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,14/10/2018,12061160,18.99,"F0300089: USB-C Adapters for Rolling Replacement testing. Portable chargers, IPhone cables for stock ",Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,14/10/2018,12061160,54.48,"F0300089: USB-C Adapters for Rolling Replacement testing. Portable chargers, IPhone cables for stock ",Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,14/10/2018,12061160,39.96,"F0300089: USB-C Adapters for Rolling Replacement testing. Portable chargers, IPhone cables for stock ",Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,14/10/2018,12061160,13.98,"F0300089: USB-C Adapters for Rolling Replacement testing. Portable chargers, IPhone cables for stock ",Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4015,Debenhams.Com,14/10/2018,12061160,30.00,refund and re issue new receipt trousers,Department Stores (5311)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4120,Tesco Store 3177,15/10/2018,12061160,20.00,Pumpkins and decorating materials for Ghost train event Seasonal Fucntion The Pier,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4256,El Mexicana,15/10/2018,12061160,11.71,Meeting refreshments K&P author event,Eating Places/Restaurants (5812)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Amzn Mktp Uk,15/10/2018,12061160,30.78,equipment baskets,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7070,Www.Aat-Org.Uk,15/10/2018,12061160,44.00,AAT Membership Subscription Fee - REDACTED PERSONAL DATA,Accountants/Auditors/Bookpr (8931)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7105,Ilex.Org.Uk,15/10/2018,12061160,79.50,Family Law Exam Fee,Member Organizations - Def (8699)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1035,Viking,15/10/2018,12061160,286.80,projector for Data Performance and Intelligence team use,Stationery/Office Supplies (5111)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4045,Homebase Ltd 202,15/10/2018,12061160,-2.21,Credit Voucher Homebase Ltd 202 took back toilet seat beecroft no fixings inside box,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Greater Anglia T/o,15/10/2018,12061160,79.40,Return train travel for four people for 4 people to attend meeting in London,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4525,Argos Retail Group,15/10/2018,12061160,255.92,Digital cameras (x4) for rough sleeper unattended items intiative. Community Safety Unit,Discount Stores (5310)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7110,Trainline,16/10/2018,12061160,28.83,Train ticket 16th October 18,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2041,C2c Atos Webtis,16/10/2018,12061160,7.75,To attend the Refugee Mental Health Commissioning meeting in London on 22/10/18,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,5635,Sjwilsdon And Sons Limite,16/10/2018,12061160,40.00,tea and coffee for Grant funding event for 20 attendees,Fast Food Restaurants (5814)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1025,Greater Anglia T/o,16/10/2018,12061160,24.90,train travel National End of Life Board London,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,3471,Asda Superstore,16/10/2018,12061160,1.35,Groceries for SYC Cafe,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3471,Asda Superstore,16/10/2018,12061160,49.08,Groceries for SYC Cafe,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4715,C2c Atos Webtis,16/10/2018,12061160,129.40,travel to tamworth for training EK Oct18,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,Surveymonkey,16/10/2018,12061160,35.00,Business Engagement subscription,Computer Program/Sys Design (7372)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,6046,B & Q 1372,16/10/2018,12061160,4.44,Tools for Handyman Service,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Housing Services,6046,St Anns,16/10/2018,12061160,98.63,Materials for Prevention Service,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,16/10/2018,12061160,82.90,"F0300089: USB Type C adapters, Lightning USB cables, Earphones and Measuring tape for Rolling Replacement Programme",Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1455,C2c - Leigh On Sea,16/10/2018,12061160,15.90,train ticket from Leigh to London to travel to TSA ITEC award evening,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4005,Greater Anglia T/o,16/10/2018,12061160,31.30,Travel to London for conference,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4005,Www.Leachs.Com,16/10/2018,12061160,127.68,Ground anchor for beacon,Misc Gen Merchandise - Def (5399)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3231,Little Haven Hotel,16/10/2018,12061160,66.85,3 staff vising South Tyneside Children's Services based at Haven Hotel South Shields,Lodging/Hotels/Motels/Resorts (7011)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3167,Tesco Stores 3177,16/10/2018,12061160,2.85,Governor Event Refreshments 16.10.18,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4525,Amzn Mktp Uk,16/10/2018,12061160,3.60,Brown labels for laundry bags ( re rough sleeper unattended items initiative) community safety unit,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4525,Amzn Mktp Uk,16/10/2018,12061160,58.20,Laundry bags for unattended items removal (rough sleeper initiative) community safety unit,Book Stores (5942)
